host,yr,home,post,po,flow,hoststr,homestr,pit,gdphost,gdphome,ppphost05,ppphome05,ppphost,ppphome,pophost,pophome,plwohost,plwohome,emphost,emphome,eduhost,eduhome,open,Region,Region2,eu,as,af,y93,y94,y95,y96,y97,y98,y99,y00,y01,y02,y03,y04,y05,y06,y07,y08,y09,y10,home1,us,uk,fr,ge,lnpost,lnpo,lnhoststr,lnhomestr,lngdphost,lngdphome,lnppphost05,lnppphome05,lnppphost,lnppphome,lnpophost,lnpophome,lnplwohost,lnplwohome,lnemphost,lnemphome,lneduhost,lneduhome,lnopen,host1,hosttax,hometax,totaltax,totalgdp,wastr,lnwastr,oecd,lnpit,id,_est_fixed,oecdhost,t_2,t,aftertax,lnaftertax,am_str,eu_str,as_str,af_str,us_str,uk_str,fr_str,ge_str,oecd_str,llnwastr,am_llnwastr,eu_llnwastr,as_llnwastr,af_llnwastr,us_llnwastr,uk_llnwastr,fr_llnwastr,ge_llnwastr,oecd_llnwastr,avg_str,lnavg_str
EGYPT,2007,U.S,7023,5564,996,20,40,20,1.31E+11,1.40E+13,3.81E+11,1.31E+13,4.05E+11,1.40E+13,75676.539,301231.21,47293.087,202723.88,22120.571,149140.75,,,40.070643,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,U.S,1,0,0,0,8.856946,8.624073,2.995732,3.688879,25.59447,30.26735,26.66674,30.20702,26.72707,30.26735,11.23422,12.61563,10.76412,12.2196,10.00426,11.91265,,,3.690644,EGYPT,2.61E+12,5.58E+14,9.19E+14,2.75E+13,33.40583,3.508731,0,2.995732,48,1,0,400,0.2,0.8,-0.2231435,0,0,0,2.995732,2.995732,0,0,0,0,3.505734,0,0,0,3.505734,3.505734,0,0,0,0,29.05,3.369019
EGYPT,2008,U.S,7804,7023,1617,20,40,20,1.63E+11,1.42E+13,4.09E+11,1.31E+13,4.44E+11,1.42E+13,77266.685,304093.97,48388.14,204408.96,22811.893,148830.19,,,39.122228,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,U.S,1,0,0,0,8.962392,8.856946,2.995732,3.688879,25.8159,30.28562,26.73586,30.20342,26.81806,30.28562,11.25502,12.62509,10.78701,12.22788,10.03504,11.91056,,,3.666691,EGYPT,3.26E+12,5.69E+14,9.28E+14,3.03E+13,30.60806,3.421263,0,2.995732,48,1,0,400,0.2,0.8,-0.2231435,0,0,0,2.995732,2.995732,0,0,0,0,3.508731,0,0,0,3.508731,3.508731,0,0,0,0,27.91,3.328985
EGYPT,2009,U.S,9149,7804,1364,20,40,20,1.89E+11,1.39E+13,4.28E+11,1.26E+13,4.69E+11,1.39E+13,78866.635,306771.53,49480.776,206060.77,23252.384,143479.43,,,37.559723,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U.S,1,0,0,0,9.1214,8.962392,2.995732,3.688879,25.96493,30.26029,26.78166,30.16751,26.87444,30.26029,11.27551,12.63386,10.80934,12.23593,10.05416,11.87395,,,3.625932,EGYPT,3.78E+12,5.55E+14,8.92E+14,2.91E+13,30.59195,3.420737,0,2.995732,48,1,0,400,0.2,0.8,-0.2231435,0,0,0,2.995732,2.995732,0,0,0,0,3.421263,0,0,0,3.421263,3.421263,0,0,0,0,27.67,3.320349
EGYPT,2010,U.S,11746,9149,2219,20,40,20,2.19E+11,1.45E+13,4.50E+11,1.30E+13,4.99E+11,1.45E+13,80471.869,309330.22,50560.843,207647.47,23905.974,142671.74,7.077,13.097,35.881705,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U.S,1,0,0,0,9.371268,9.1214,2.995732,3.688879,26.11185,30.30152,26.83184,30.19728,26.93608,30.30152,11.29566,12.64216,10.83093,12.2436,10.08188,11.8683,1.95685,2.572383,3.580228,EGYPT,4.38E+12,5.78E+14,9.98E+14,3.25E+13,30.66754,3.423205,0,2.995732,48,1,0,400,0.2,0.8,-0.2231435,0,0,0,2.995732,2.995732,0,0,0,0,3.420737,0,0,0,3.420737,3.420737,0,0,0,0,27.63,3.318902
KENYA,1993,U.S,104,88,10,35,40,40,5.75E+09,6.58E+12,3.37E+10,8.45E+12,2.62E+10,6.58E+12,25844.5,259918.59,13033.047,169920.14,9023.1317,122910.1,,,20.086614,3,Africa,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.644391,4.477337,3.555348,3.688879,22.47278,29.5155,24.2392,29.76496,23.98974,29.5155,10.15985,12.46812,9.475244,12.04308,9.107547,11.71921,,,3.000054,KENYA,2.01E+11,2.63E+14,5.96E+14,1.33E+13,44.81009,3.802433,0,3.688879,55,1,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,,,,,,,,,,,36.79,3.605226
KENYA,1994,U.S,126,104,,35,40,40,7.15E+09,6.99E+12,3.45E+10,8.80E+12,2.75E+10,6.99E+12,26487.165,263125.82,13554.768,171992.19,9278.8235,126273.64,,,15.642116,3,Africa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.836282,4.644391,3.555348,3.688879,22.69012,29.57597,24.26519,29.80528,24.03588,29.57597,10.18442,12.48039,9.514494,12.0552,9.13549,11.74621,,,2.749967,KENYA,2.50E+11,2.80E+14,6.37E+14,1.46E+13,43.63269,3.775807,0,3.688879,55,1,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,3.802433,0,0,0,3.802433,3.802433,0,0,0,0,35.85,3.579344
KENYA,1995,U.S,142,126,,35,40,35,9.05E+09,7.34E+12,3.61E+10,9.02E+12,2.93E+10,7.34E+12,27163.001,266278.39,14101.793,174237.36,9559.2675,128964.13,6.163,12.635,13.218228,3,Africa,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.955827,4.836282,3.555348,3.688879,22.92562,29.62414,24.30831,29.83045,24.102,29.62414,10.20961,12.4923,9.554057,12.06817,9.165266,11.76729,1.818564,2.536471,2.581597,KENYA,3.17E+11,2.94E+14,7.26E+14,1.65E+13,44.13585,3.787272,0,3.555348,55,1,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,3.775807,0,0,0,3.775807,3.775807,0,0,0,0,35.69,3.574871
KENYA,1996,U.S,143,142,,35,40,35,1.21E+10,7.75E+12,3.76E+10,9.36E+12,3.11E+10,7.75E+12,27836.55,269394.28,14649.744,176547.32,9833.8842,131049.41,,,11.578219,3,Africa,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.962845,4.955827,3.555348,3.688879,23.21198,29.67886,24.34894,29.86762,24.16018,29.67886,10.23411,12.50393,9.592178,12.08134,9.193589,11.78333,,,2.449126,KENYA,4.22E+11,3.10E+14,7.10E+14,1.62E+13,43.69901,3.777325,0,3.555348,55,1,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,3.787272,0,0,0,3.787272,3.787272,0,0,0,0,35.94,3.581851
KENYA,1997,U.S,141,143,,35,40,35,1.31E+10,8.26E+12,3.77E+10,9.78E+12,3.18E+10,8.26E+12,28513.632,272646.92,15199.65,179157.96,10103.391,134115.38,,,10.726668,3,Africa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.94876,4.962845,3.555348,3.688879,23.29708,29.74202,24.35368,29.91169,24.18401,29.74202,10.25814,12.51593,9.629027,12.09602,9.220627,11.80646,,,2.372733,KENYA,4.59E+11,3.30E+14,6.61E+14,1.57E+13,42.03845,3.738585,0,3.555348,55,1,0,1225,0.35,0.65,-0.4307829,0,0,0,3.555348,3.555348,0,0,0,0,3.777325,0,0,0,3.777325,3.777325,0,0,0,0,34.02,3.526949
KENYA,1998,U.S,198,141,,32.5,40,32.5,1.41E+10,8.74E+12,3.90E+10,1.02E+13,3.34E+10,8.74E+12,29188.217,275854.1,15748.384,181754.51,10349.163,136748.16,,,10.165842,3,Africa,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,5.288267,4.94876,3.48124,3.688879,23.36896,29.79905,24.38605,29.95476,24.23034,29.79905,10.28152,12.52763,9.664493,12.11041,9.244661,11.8259,,,2.319033,KENYA,4.58E+11,3.50E+14,6.46E+14,1.52E+13,42.36838,3.746402,0,3.48124,55,1,0,1056.25,0.325,0.675,-0.3930426,0,0,0,3.48124,3.48124,0,0,0,0,3.738585,0,0,0,3.738585,3.738585,0,0,0,0,34.61,3.544143
KENYA,1999,U.S,131,198,,32.5,40,32.5,1.29E+10,9.30E+12,3.99E+10,1.07E+13,3.46E+10,9.30E+12,29874.295,279040.17,16288.008,184286.96,10598.44,138899.77,,,10.576295,3,Africa,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.875197,5.288267,3.48124,3.688879,23.28019,29.86114,24.40884,30.0023,24.26768,29.86114,10.30475,12.53911,9.698184,12.12425,9.268462,11.84151,,,2.358615,KENYA,4.19E+11,3.72E+14,6.48E+14,1.59E+13,40.76147,3.707737,0,3.48124,55,1,0,1056.25,0.325,0.675,-0.3930426,0,0,0,3.48124,3.48124,0,0,0,0,3.746402,0,0,0,3.746402,3.746402,0,0,0,0,33.88,3.522825
KENYA,2000,U.S,136,131,,30,40,30,1.27E+10,9.90E+12,4.01E+10,1.12E+13,3.56E+10,9.90E+12,30605.901,282162.41,16816.616,186813,10834.429,141117.31,6.624,12.706,11.630231,3,Africa,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.912655,4.875197,3.401197,3.688879,23.26418,29.92344,24.41482,30.04319,24.29507,29.92344,10.32895,12.55024,9.730123,12.13786,9.290484,11.85735,1.890699,2.542074,2.453608,KENYA,3.81E+11,3.96E+14,6.24E+14,1.63E+13,38.28878,3.645157,0,3.401197,55,1,0,900,0.3,0.7,-0.356675,0,0,0,3.401197,3.401197,0,0,0,0,3.707737,0,0,0,3.707737,3.707737,0,0,0,0,33.53,3.51244
KENYA,2001,U.S,,136,,30,40,30,1.30E+10,1.02E+13,4.16E+10,1.13E+13,3.78E+10,1.02E+13,31423.09,284968.96,17347.688,189228.41,11066.256,140997.74,,,11.295939,3,Africa,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,U.S,1,0,0,0,,4.912655,3.401197,3.688879,23.28718,29.95673,24.45193,30.05406,24.35459,29.95673,10.3553,12.56014,9.761214,12.15071,9.311656,11.8565,,,2.424443,KENYA,3.90E+11,4.09E+14,5.66E+14,1.57E+13,36.17519,3.588374,0,3.401197,55,0,0,900,0.3,0.7,-0.356675,0,0,0,3.401197,3.401197,0,0,0,0,3.645157,0,0,0,3.645157,3.645157,0,0,0,0,32.34,3.476305
KENYA,2002,U.S,73,,,30,40,30,1.32E+10,1.06E+13,4.19E+10,1.15E+13,3.86E+10,1.06E+13,32313.484,287625.19,17878.966,191539.96,11292.208,140324.42,,,11.908648,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,U.S,1,0,0,0,4.29046,,3.401197,3.688879,23.29963,29.99095,24.45738,30.07218,24.37615,29.99095,10.38324,12.56941,9.79138,12.16285,9.331868,11.85171,,,2.477265,KENYA,3.94E+11,4.24E+14,5.68E+14,1.60E+13,35.50728,3.569738,0,3.401197,55,1,0,900,0.3,0.7,-0.356675,0,0,0,3.401197,3.401197,0,0,0,0,3.588374,0,0,0,3.588374,3.588374,0,0,0,0,31.44,3.448081
KENYA,2003,U.S,90,73,7,30,40,30,1.49E+10,1.11E+13,4.31E+10,1.18E+13,4.06E+10,1.11E+13,33244.826,290107.93,18405.099,193615.75,11508.672,140900.28,,,11.87863,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,U.S,1,0,0,0,4.49981,4.29046,3.401197,3.688879,23.42487,30.037,24.48628,30.09738,24.4259,30.037,10.41165,12.57801,9.820383,12.17363,9.350856,11.85581,,,2.474741,KENYA,4.47E+11,4.44E+14,6.56E+14,1.84E+13,35.65928,3.574009,0,3.401197,55,1,0,900,0.3,0.7,-0.356675,0,0,0,3.401197,3.401197,0,0,0,0,3.569738,0,0,0,3.569738,3.569738,0,0,0,0,31.24,3.441699
KENYA,2004,U.S,178,90,-7,30,40,30,1.61E+10,1.18E+13,4.53E+10,1.22E+13,4.38E+10,1.18E+13,34223.442,292805.3,18933.627,195950.18,11740.27,142542.25,,,12.496851,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,U.S,1,0,0,0,5.181784,4.49981,3.401197,3.688879,23.50184,30.09893,24.53607,30.13159,24.50341,30.09893,10.44067,12.58726,9.848695,12.18562,9.37078,11.86739,,,2.525477,KENYA,4.83E+11,4.72E+14,7.38E+14,2.10E+13,35.14731,3.559548,0,3.401197,55,1,0,900,0.3,0.7,-0.356675,0,0,0,3.401197,3.401197,0,0,0,0,3.574009,0,0,0,3.574009,3.574009,0,0,0,0,31.07,3.436243
KENYA,2005,U.S,246,178,40,30,40,30,1.87E+10,1.26E+13,4.80E+10,1.26E+13,4.80E+10,1.26E+13,35246.309,295516.6,19466.116,198347.76,11969.209,145228.49,7.101,12.91,11.92561,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,U.S,1,0,0,0,5.505332,5.181784,3.401197,3.688879,23.65381,30.16188,24.59345,30.16188,24.59345,30.16188,10.47012,12.59648,9.876431,12.19778,9.390093,11.88606,1.960236,2.558002,2.478688,KENYA,5.62E+11,5.03E+14,7.67E+14,2.25E+13,34.05725,3.528043,0,3.401197,55,1,0,900,0.3,0.7,-0.356675,0,0,0,3.401197,3.401197,0,0,0,0,3.559548,0,0,0,3.559548,3.559548,0,0,0,0,29.86,3.39652
KENYA,2006,U.S,166,246,-109,30,40,30,2.25E+10,1.33E+13,5.10E+10,1.29E+13,5.26E+10,1.33E+13,36316.148,298379.91,20010.537,200699.1,12347.136,147950.91,,,11.90948,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,U.S,1,0,0,0,5.111988,5.505332,3.401197,3.688879,23.83696,30.21988,24.65484,30.18812,24.68659,30.21988,10.50002,12.60612,9.904015,12.20956,9.42118,11.90464,,,2.477335,KENYA,6.75E+11,5.33E+14,8.07E+14,2.43E+13,33.25001,3.504055,0,3.401197,55,1,0,900,0.3,0.7,-0.356675,0,0,0,3.401197,3.401197,0,0,0,0,3.528043,0,0,0,3.528043,3.528043,0,0,0,0,29.22,3.374853
KENYA,2007,U.S,189,166,2,30,40,30,2.72E+10,1.40E+13,5.46E+10,1.31E+13,5.80E+10,1.40E+13,37408.875,301231.21,20564.829,202723.88,12755.557,149140.75,,,14.446634,3,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,U.S,1,0,0,0,5.241747,5.111988,3.401197,3.688879,24.02783,30.26735,24.72243,30.20702,24.78276,30.26735,10.52966,12.61563,9.931337,12.2196,9.453722,11.91265,,,2.670461,KENYA,8.17E+11,5.58E+14,9.21E+14,2.76E+13,33.34584,3.506933,0,3.401197,55,1,0,900,0.3,0.7,-0.356675,0,0,0,3.401197,3.401197,0,0,0,0,3.504055,0,0,0,3.504055,3.504055,0,0,0,0,29.05,3.369019
